article_id,count,language,publisher,full_text,headline,detected_locations,detected_persons
1425,0,Gujarati,pqr,"Health authorities in New Delhi have said on Tuesday that three suspected cases of coronavirus have been reported at Dr Ram Manohar Lohia Hospital (RML).

 Also read: Deadly virus continues to spread outside China

 These three people have been found with flu-like symptoms after they returned from China.

 Also read: China virus death toll passes 100 as US, Canada issue travel warning

 According to the reports all patients are men aged between 25 to 50.

 Also Read: After Nepal, Sri Lanka confirms first case of coronavirus

 Blood samples of the three have been sent to the National Centre for Disease Control (NCDC) for testing.

 Also Read: China reports 2,744 confirmed Coronavirus cases

 This is the first occasion when anybody has been found infected with Coronavirus in the national capital over the coronavirus episode that has contaminated almost 3,000 individuals over the world in under a month.

",Coronavirus outbreak: New Delhi reports three suspected cases of infection at RML Hospital,Hyderabad,Sara Ali Khan
1426,0,Telugu,xyz,"Judge on Leave, Muzaffarpur Shelter Home Case Adjourned

 SHARE, SAVE, COMMENT

 Catch the latest news updates of the day here.

 (3) NEW UPDATES

 The Supreme Court has adjourned hearing on Centres plea for Rs 7,844-cr additional fund from Union Carbide successor firms in connection with the Bhopal Gas Tragedy till Wednesday.

 “Chief Justice of India S A Bobde will take call on composition of bench for hearing matter,” the top court said.

 Delhis Saket Court adjourns the Muzaffarpur Shelter Home case as the concerned judge is on leave. The court had fixed 28 January to hear arguments on quantum of sentence.

 (Source: ANI)

 The new Vice Chief of Army Staff Lt Gen S K Saini on Tuesday, 28 January said the situation in Jammu and Kashmir along both the Line of Control and in the hinterland are under control.

 Speaking after receiving the Guard of Honour, Saini said the Army was prepared for all challenges.

 Ceasefire violations have gone up last year. Were fully geared up to meet challenges that come across, he said.

 (Source: PTI)

 Mizoram Chief Minister Zoramthanga will visit Bangladesh to attend an event marking birth centenary of the neighbouring countrys founding president Sheikh Mujibur Rahman, Assembly Speaker Lalrinliana Sailo said.

 Bangladesh Prime Minister and Mujibur Rahmans daughter Sheikh Hasina has invited Zoramthanga and other Mizoram ministers to the event scheduled in March, Sailo said at a programme held here on Monday, 27 January.

 Odisha Chief Minister Naveen Patnaik has announced resettlement and rehabilitation (R&R) package for the people who would be affected by the Ekamra Kshetra Amenities and Monuments Revival Action Plan around Lord Lingaraj Temple in the state capital.

 As part of the plan, facilities for pilgrims and tourists would be created on the 65 acres of the project around the temple and 11th-century tank, Bindu Sagar, a statement issued by the Chief Ministers Office said on Monday.

 (Source: PTI)

 Global aviation consultancy firm CAPA has termed the governments decision to sell 100 per cent stake in Air India a bold reform and said it expects significant response from the prospective bidders.

 The Centre for Asia Pacific Aviation (CAPA) expects significant response (to Air Indias stake sale) as the offer structured by the government is attractive, CAPA India chief Kapil Kaul said.

 (Source: PTI)

 A correspondent for National Public Radio in the United States has been excluded from Secretary of State Mike Pompeos plane for a trip this week, after a tense exchange between him and another NPR journalist.

 The association that represents correspondents covering the State Department reported on Monday that Pompeo, the top US diplomat, had removed NPRs Michele Kelemen from his trip which begins on Wednesday, 29 January in Britain. He will also visit Ukraine and other countries.

 (Source: PTI)

 India offers growth and productivity opportunities for the global aerospace industry and there is extraordinary potential for the defence trade and partnerships to grow between India and the US, a top Boeing official has said.

 Dennis D Swanson, Vice President, global marketing Boeing Defense, Space and Security said the bilateral defence cooperation had evolved considerably in the last few years, driven by the growing convergence of American and Indian defence interests.

 (Source: PTI)

 (Make sure you dont miss fresh news updates from us. Click here to stay updated )

 SHARE, SAVE, COMMENT

","Judge on Leave, Muzaffarpur Shelter Home Case Adjourned",Hyderabad,Kim Kardasian
1427,0,English,pqr,"Commercial air travel has become safer than ever, according to a study that tracked the continued decrease in passenger fatalities around the world.

 The study, published in the journal Transportation Science, found that between 2008 and 2017, airline passenger fatalities fell significantly compared to the previous decade.

 Globally, that rate is now one death per 7.9 million passenger boardings, compared to a death per 2.7 million boardings during the period 1998-2007, according to the researchers from Massachusetts Institute of Technology (MIT) in the US.

 They noted that the commercial airline fatality risk was one death per 750,000 boardings during 1978-1987.

 “The worldwide risk of being killed had been dropping by a factor of two every decade. Not only has that continued in the last decade, the improvement is closer to a factor of three,” said Arnold Barnett, an MIT scholar.

 “The pace of improvement has not slackened at all even as flying has gotten ever safer and further gains become harder to achieve. That is really quite impressive and is important for people to bear in mind,” Barnett said.

 The study also reveals that there is discernible regional variation in airline safety around the world.

 It found that the nations housing the lowest-risk airlines are the US, the members of the European Union, China, Japan, Canada, Australia, New Zealand, and Israel.

 The aggregate fatality risk among those nations was one death per 33.1 million passenger boardings during 2008-2017, the researchers said.

 For airlines in a second set of countries, with an intermediate risk level, the rate is one death per 7.4 million boardings during 2008-2017, they said.

 This group includes many countries in Asia as well as some countries in South America and the Middle East, according to the researchers.

 For a third and higher-risk set of developing countries, including some in Asia, Africa, and Latin America, the death risk during 2008-2017 was one per 1.2 million passenger boardings, they noted.

 This was an improvement from one death per 400,000 passenger boardings during 1998-2007, the researchers found.

 “The two most conspicuous changes compared to previous decades were sharp improvements in China and in Eastern Europe,” said Barnett.

 Overall, Barnett suggests, the rate of fatalities has declined far faster than public fears about flying.

 “Flying has gotten safer and safer. It’s a factor of 10 safer than it was 40 years ago, although I bet anxiety levels have not gone down that much. I think it’s good to have the facts,” Barnett said.

 He used data from the World Bank to measure the number of passengers carried, which is now roughly four billion per year.

 The research also includes historical data showing that even in today’s higher-risk areas for commerical aviation, the fatality rate is better than it was in the leading air-travel countries just a few decades in the past.

 “The risk now in the higher-risk countries is basically the risk we used to have 40-50 years ago” in the safest air-travel countries, Barnett noted.

 (This story has been published from a wire agency feed without modifications to the text.)

 Follow more stories on Facebook and Twitter

",Commercial air travel safer than ever: MIT study,Hyderabad,Balwant Singh
1428,0,Tamil ,xyz,"Photo: PTI (For Representational Purposes)

 The upcoming Union Budget should come up with business-friendly policies for the gems and jewellery industry, according to Shailen Mehta, Co-founder of eJOHRI, an onmichannel jewellery startup.

 The e-commerce segment requires policies and regulations to benefit the overall jewellery industry along with the consumers, he added.

 We believe if the industry receives adequate support from the government in the upcoming budget with policies that are business-friendly for the sector, sentiments will change for the better. With online shopping increasing by the day, the government should come out with suitable policies in the e-commerce sector which would benefit the consumers and in turn the jewellery industry, Mehta said.  Noting that the gems and jewellery industry is one of the most evolving and thriving industries in India as well as one of the major contributors towards the economy, he also said that the the past year was not a good one for it with many losing their jobs due to the challenging times and insecurity prevailing in the sector.  On the companys plans for the year ahead, he said that the online platform would look to aggressively expand its operations.  eJOHRI has been able to have more than 20,000 products (on the platform) in the last six months. In the next six months we will grow this to 50,000 products, Mehta said.  He said that the the immediate strategy of the company is to get more jewellers on board and more strategic decisions may follow during Diwali this year.  Last month the Mumbai-based startup had announced that it raised $1 Mn funding led by London-based investor Rajesh Ranavat alongside other investors in a Pre-Series A round.

 Noting that the gems and jewellery industry is one of the most evolving and thriving industries in India as well as one of the major contributors towards the economy, he also said that the the past year was not a good one for it with many losing their jobs due to the challenging times and insecurity prevailing in the sector.

 On the companys plans for the year ahead, he said that the online platform would look to aggressively expand its operations.

 eJOHRI has been able to have more than 20,000 products (on the platform) in the last six months. In the next six months we will grow this to 50,000 products, Mehta said.

 He said that the the immediate strategy of the company is to get more jewellers on board and more strategic decisions may follow during Diwali this year.

 Last month the Mumbai-based startup had announced that it raised $1 Mn funding led by London-based investor Rajesh Ranavat alongside other investors in a Pre-Series A round.

",Union Budget 2020 | Jewellery Sector Needs Business-Friendly Policies In Budget,California,Saurav Ghosal
1429,0,Telugu,abc,"Photo: PTI (For Representational Purposes)

 : In the run up to the Union Budget on February 1, a survey by LocalCircles has found that 69 per cent of respondents want tax-free income to be increased to Rs 5 lakh.

 Since the Government announced the corporate tax rate cut in September this year, people are hoping that the Budget 2020 will bring some relief for the individual tax payers as well.

 Currently, for individuals under 60 years of age, there is zero tax up to annual income of Rs 2.5 lakhs. Citizens were asked how should the government change this going forward.  Sixty-nine per cent said this should be increased to Rs 5 lakh while 18 per cent said it should be increased to Rs 3 lakh. Seven per cent said it should be kept at Rs 2.5 lakh only and 4 per cent said it should be reduced to Rs 2 lakh instead.  According to the survey, citizens want the Government to not just provide a tax cut via Budget 2020 but also provide an incentive to spend the same. LocalCircles conducted a large survey and received more than 80,000 responses from across the country.  When asked what sector according to them should get top allocation in budget 2020, 30 per cent said environment (air, water, waste management etc.), 26 per cent said infrastructure, 16 per cent said agriculture, 8 per cent said rural development, 6 per cent said skilling, while 11 per cent said women and child safety.  Increasing consumer spending will be a key to bringing the economy back on track. To a question on what is the best way for the government to boost consumer spending via Budget 2020, 28 per cent said just a tax rate cut across the board would do the trick while 29 per cent said the Government should provide a tax cut across the board and incentivise the tax payer to spend it within a year.  Thirteen per cent said a domestic tourism deduction of upto Rs 50,000 per year should be provided, 10 per cent said a deduction of upto Rs 25,000 per year should be provided on school or professional education and a small 1 per cent said a deduction of Rs 50,000 should be given on purchase of an automobile. Sixteen per cent said the Government should look for other ways.  When asked how should the Government restructure the leave and travel allowance benefits currently available to employees, 24 per cent said it should be made available each year instead of every two years and 31 per cent said citizens should be permitted multiple trips within the prescribed LTA amount. Eighteen per cent said LTA should also include hotel stays while 13 per cent said LTA should not be restructured at all.  Fifty-three per cent in the following questions said standard deduction for salaried taxpayers should be increased to Rs 75,000 per year in Budget 2020. Nine per cent said it should be kept at the current Rs 50,000 per year and another 9 per cent said it should be increased to Rs 60,000 per year. Eighteen per cent said the government should do away with Standard Deduction and allow receipt-based deductions.  In 2015, the National Green Tribunal passed an order prohibiting 15-year-old petrol cars and 10-year-old diesel cars from plying on the roads to reduce pollution.  Citizens were asked how should the Government provide a subsidy to replace older cars (10-year old diesel and 15-year old petrol cars) with newer ones. Fifteen per cent said a flat subsidy of Rs 50,000 should be provided towards new car purchase, 34 per cent said a subsidy of 20 per cent of old car invoice price should be provided towards new car purchase and 7 per cent said subsidy of 10 per cent of old car invoice value should be provided towards new car purchase. Thirty-nine per cent said no subsidy should be provided at all.  When asked about the GST rate tier structure that should be effective from April 1, 2020, 48 per cent respondents said it should be a Three Rate Structure (Basic Essentials, All Others, Sin/Luxury Product) while 20 per cent said it should be a Two Rate Structure (All product and Sin/Luxury Products). Ten per cent said it should be a single rate structure.  Indian Railways has been cash strapped over the past couple of years and the decision to privatise some popular routes may come in as good news for the countrys largest employer.  The final question asked citizens what they wanted to be the top focus area for Railways in 2020. Forty-seven per cent said improving services and amenities, 21 per cent said improving safety, 15 per cent said improving timeliness and 13 per cent said improving cleanliness.

 Sixty-nine per cent said this should be increased to Rs 5 lakh while 18 per cent said it should be increased to Rs 3 lakh. Seven per cent said it should be kept at Rs 2.5 lakh only and 4 per cent said it should be reduced to Rs 2 lakh instead.

 According to the survey, citizens want the Government to not just provide a tax cut via Budget 2020 but also provide an incentive to spend the same. LocalCircles conducted a large survey and received more than 80,000 responses from across the country.

 When asked what sector according to them should get top allocation in budget 2020, 30 per cent said environment (air, water, waste management etc.), 26 per cent said infrastructure, 16 per cent said agriculture, 8 per cent said rural development, 6 per cent said skilling, while 11 per cent said women and child safety.

 Increasing consumer spending will be a key to bringing the economy back on track. To a question on what is the best way for the government to boost consumer spending via Budget 2020, 28 per cent said just a tax rate cut across the board would do the trick while 29 per cent said the Government should provide a tax cut across the board and incentivise the tax payer to spend it within a year.

 Thirteen per cent said a domestic tourism deduction of upto Rs 50,000 per year should be provided, 10 per cent said a deduction of upto Rs 25,000 per year should be provided on school or professional education and a small 1 per cent said a deduction of Rs 50,000 should be given on purchase of an automobile. Sixteen per cent said the Government should look for other ways.

 When asked how should the Government restructure the leave and travel allowance benefits currently available to employees, 24 per cent said it should be made available each year instead of every two years and 31 per cent said citizens should be permitted multiple trips within the prescribed LTA amount. Eighteen per cent said LTA should also include hotel stays while 13 per cent said LTA should not be restructured at all.

 Fifty-three per cent in the following questions said standard deduction for salaried taxpayers should be increased to Rs 75,000 per year in Budget 2020. Nine per cent said it should be kept at the current Rs 50,000 per year and another 9 per cent said it should be increased to Rs 60,000 per year. Eighteen per cent said the government should do away with Standard Deduction and allow receipt-based deductions.

 In 2015, the National Green Tribunal passed an order prohibiting 15-year-old petrol cars and 10-year-old diesel cars from plying on the roads to reduce pollution.

 Citizens were asked how should the Government provide a subsidy to replace older cars (10-year old diesel and 15-year old petrol cars) with newer ones. Fifteen per cent said a flat subsidy of Rs 50,000 should be provided towards new car purchase, 34 per cent said a subsidy of 20 per cent of old car invoice price should be provided towards new car purchase and 7 per cent said subsidy of 10 per cent of old car invoice value should be provided towards new car purchase. Thirty-nine per cent said no subsidy should be provided at all.

 When asked about the GST rate tier structure that should be effective from April 1, 2020, 48 per cent respondents said it should be a Three Rate Structure (Basic Essentials, All Others, Sin/Luxury Product) while 20 per cent said it should be a Two Rate Structure (All product and Sin/Luxury Products). Ten per cent said it should be a single rate structure.

 Indian Railways has been cash strapped over the past couple of years and the decision to privatise some popular routes may come in as good news for the countrys largest employer.

 The final question asked citizens what they wanted to be the top focus area for Railways in 2020. Forty-seven per cent said improving services and amenities, 21 per cent said improving safety, 15 per cent said improving timeliness and 13 per cent said improving cleanliness.

",Union Budget 2020: 69% Want Tax Free Income To Be Hiked To Rs 5 Lakh In Budget,New York,Sara Ali Khan
1430,0,English,pqr,"Photo: PTI

 : The National Centre for Promotion of Employment for Disabled People (NCPEDP) on Friday said that the upcoming budget should announce tax benefits and lower interest rates for people with disabilities.

 Among its recommendations for the upcoming Union Budget 2020-21, the organisation has also said the goods and services tax (GST) on products used by people with disabilities should be removed, and proper funds be allocated for implementation of the Rights of Persons with Disabilities Act, 2016.

 It also said that people with disabilities should be given a 0.5 per cent benefit in interest similar to that given to senior citizens on account of the rising cost of living and increasing disability-related costs.  People with disabilities should not be denied health and life insurance, it added.  The procedure to avail customs duty relaxation or exemption on goods for persons with disabilities should be linked with a self-declaration to mitigate hardships caused in availing such exemptions and relaxations.  GST should be completely removed on goods used by persons with disabilities as it imposes high cost on products, the NCPEDP said in a statement.  Regarding income tax, the Centre recommended that the income tax ceiling for people with disabilities and those with dependents with disabilities be increased to Rs 5 lakh.  Increase in 80U exemption from 75,000 for people with less than 75 per cent disabilities and Rs 1,25,000 for people with over 75 per cent disabilities to Rs 1,50,000 and Rs 3,00,000 respectively. Increase in deduction on 80D from 50,000 per dependent to Rs 1,00,000 per dependent, the statement said.  The NCPEDP also suggested that a database of taxpayers availing 80U deductions be maintained which would throw light on the number of taxpayers with disabilities.  A deduction of up to Rs 40,000 is allowed for treatment of specified ailments such as thalassemia, the body said, adding that this should be increased to the actual expenses, or at least Rs 1 lakh, and the list must be updated to align with the Rights of Persons with Disabilities Act, 2016, while ailments such as multiple sclerosis should be also recognized for such exemptions.

 People with disabilities should not be denied health and life insurance, it added.

 The procedure to avail customs duty relaxation or exemption on goods for persons with disabilities should be linked with a self-declaration to mitigate hardships caused in availing such exemptions and relaxations.

 GST should be completely removed on goods used by persons with disabilities as it imposes high cost on products, the NCPEDP said in a statement.

 Regarding income tax, the Centre recommended that the income tax ceiling for people with disabilities and those with dependents with disabilities be increased to Rs 5 lakh.

 Increase in 80U exemption from 75,000 for people with less than 75 per cent disabilities and Rs 1,25,000 for people with over 75 per cent disabilities to Rs 1,50,000 and Rs 3,00,000 respectively. Increase in deduction on 80D from 50,000 per dependent to Rs 1,00,000 per dependent, the statement said.

 The NCPEDP also suggested that a database of taxpayers availing 80U deductions be maintained which would throw light on the number of taxpayers with disabilities.

 A deduction of up to Rs 40,000 is allowed for treatment of specified ailments such as thalassemia, the body said, adding that this should be increased to the actual expenses, or at least Rs 1 lakh, and the list must be updated to align with the Rights of Persons with Disabilities Act, 2016, while ailments such as multiple sclerosis should be also recognized for such exemptions.

",Union Budget 2020 | Budget Should Give Tax Benefits To Differently-Abled: NCPEDP,California,Saurav Ghosal
1431,0,Telugu,pqr,,3 Indian-Americans among 8 people sentenced in call center fraud scheme in US,Hyderabad,Balwant Singh
1432,0,Telugu,abc,"Andhra Pradesh Chief Minister Y.S. Jagan Mohan Reddy has moved Telangana High Court challenging the orders of a special court in Hyderabad, dismissing his pleas for exemption from personal appearance in the court in cases registered by the Central Bureau of Investigation (CBI) and the Enforcement Directorate (ED).A petition was filed in the High Court on behalf of the Chief Minister on Monday, challenging the orders by the special court.Reddys move came three days after the court dismissed his petition for exemption from personal appearance in ED cases. The court directed him to personally appear in the court for the next hearing on January 31.Reddy had sought permission for his co-accused Jagati Publications, that publishes Telugu daily Sakshi Ato represent him.This was the second jolt to Reddy in disproportionate assets cases. The court had earlier dismissed his petition for exemption from appearance in CBI cases.Reddy had made his first appearance in the court in the capacity of the Chief Minister on January 10. He, however, obtained exemptions on January 17 and 24, citing important official assignments.Reddy is the number one accused in five charge sheets filed by the ED in the money laundering case. The ED filed the charge sheets under the Prevention of Money Laundering Act (PMLA) and Foreign Exchange Management Act (FEMA) and attached the assets of several industrialists and co-accused.The CBI had filed 11 charge sheets in the disproportionate case registered during 2011-12.In what is called the quid-pro-quo cases, Reddy was accused of getting investments into his businesses by firms and individuals in return for the undue favours by the government headed by his father Y.S. Rajasekhara Reddy between 2004 and 2009.The CBI arrested him and sent him to jail on May 27, 2012. He was granted bail after 16 months in jail.

 A petition was filed in the High Court on behalf of the Chief Minister on Monday, challenging the orders by the special court.

 Reddys move came three days after the court dismissed his petition for exemption from personal appearance in ED cases. The court directed him to personally appear in the court for the next hearing on January 31.

 Reddy had sought permission for his co-accused Jagati Publications, that publishes Telugu daily Sakshi Ato represent him.

 This was the second jolt to Reddy in disproportionate assets cases. The court had earlier dismissed his petition for exemption from appearance in CBI cases.

 Reddy had made his first appearance in the court in the capacity of the Chief Minister on January 10. He, however, obtained exemptions on January 17 and 24, citing important official assignments.

 Reddy is the number one accused in five charge sheets filed by the ED in the money laundering case. The ED filed the charge sheets under the Prevention of Money Laundering Act (PMLA) and Foreign Exchange Management Act (FEMA) and attached the assets of several industrialists and co-accused.

 The CBI had filed 11 charge sheets in the disproportionate case registered during 2011-12.

 In what is called the quid-pro-quo cases, Reddy was accused of getting investments into his businesses by firms and individuals in return for the undue favours by the government headed by his father Y.S. Rajasekhara Reddy between 2004 and 2009.

 The CBI arrested him and sent him to jail on May 27, 2012. He was granted bail after 16 months in jail.

",Jagan moves Telangana HC in disproportionate assets case,Bangalore,Kanye West
1433,0,Tamil ,xyz,"Candidates Who Are Going To Appear For The West Bengal Civil Service Prelims 2020 Exam Need To Visit The Official Website To Check The Admit Card Notification And Download The WB Civil Service Prelims Admit Card.

 WB Civil Service Admit Card

 Krishnendu Chatterjee New Delhi  28 January 2020, 11:26:23 AM

 West Bengal Civil Services Preliminary Examination 2020 admit card is now released. Candidates who are going to appear for the West Bengal Civil Service Prelims 2020 exam need to visit the official website to check the admit card notification and download the WB Civil Service Prelims Admit Card.

 According to the official notification, candidates will be able to download the WB Civil Service Prelims Admit Card from January 27 to February 1, 2020 at wbpsc.gov.in and pscwbapplication.in. However, it is to note that the WB Civil Service 2020 admit card can downloaded only from the website wbpsc.gov.in from February 1, 2020 onwards.

 Apart from this, the West Bengal Civil Service Preliminary Exam 2020 is going to be held on February 9, 2020 at respective authorized centres in the state. For more details, candidates need to visit the official websites, i.e. pscwbapplication.in and wbpsc.gov.in.

 In order to check the West Bengal Civil Service Prelims Admit Card 2020 official notification, candidates need to follow the below mentioned steps:

 First, candidates need to visit the official website, i.e. wbpsc.gov.in

 Then, click on the notification “Important announcement regarding downloading of admit card of West Bengal civil service (exe.) etc. (preliminary) examination, 2020 scheduled to be held on 09.02.2020 (Sunday) new” link that is available on the homepage

 The West Bengal Civil Service Prelims Admit Card 2020 official notification will open in the PDF format

 Importantly, the official notification also states that Mobile Phone, Calculator and other related gadgets are strictly banned in the campus of the exam hall.

 Candidates can click on the below mentioned direct link to check the WB Civil Servies Prelims Admit Card 2020

 WB Civil Services Prelims Admit Card 2020

",West Bengal Civil Service Prelims Admit Card 2020 Released,Boston,Kobe Bryant
1434,0,English,pqr,"Producer Gaurang Doshi is a man with a vision. He has delivered at the box office with his movies - Aankhen and Bawander - are fitting examples, we hear now that he has been working on new scripts and spreading his wings internationally.

 What got us surprised to know is that every time Doshi writes a script, he keeps in mind Amitabh Bachchan. Doshi looks at the Big B with reverence as he remembers his early days in the industry. Big B had helped Gaurang with his first film and even got him a deal for its television broadcast.

 Gaurang Doshi

 Aankhen is back with me and it gives me great satisfaction to tell you that I will be doing the sequel with Amitabh Bachchan. It has been a long wait to get to this stage but I am happy because I launched my career with Aankhein. Now, to have Mr. Bachchan on Aankhen again gives me untold happiness since the legend is my idol and mentor. says Gaurang Doshi

 This producer proved his mettle with work such as Aankhen, Deewaar: Lets Bring Our Heroes Home and Bawander, even managing to win four Limca Book records. He inherited the art of film-making from his father late Mr. Vinod Doshi, who gave hits like Saccha Jhootha, Naastik, Dil, Beta and many more under the banner of VR Pictures. Now being at the helm himself, Gaurang aims to deliver more unconventional content under his newly incarnated Gaurang Doshi Productions.

 Catch up on all the latest entertainment news and gossip here. Also download the new mid-day Android and iOS apps to get latest updates

",Gaurang Doshi: I keep Mr. Bachchan in mind whenever I write a script,Manhattan,Sharjeel Immams
1435,0,Hindi,xyz,"New Delhi: Three persons with a travel history to China have been kept under observation at an isolation ward of the RML Hospital here for a possible exposure to novel coronavirus, officials said on Tuesday.

 The three -- all men aged between 24 and 48 --  were admitted on Monday and their samples have been sent for testing to ICMR-NIV Pune laboratory, Dr Minakshi Bhardwaj, Medical Superintendent of RML Hospital, said.

 While two of the men are residents of Delhi, one hails from NCR.

 All the three patients have respiratory problems like cold and cough along with fever and they self-reported at the designated health facility to deal with such cases.

 According to Bhardwaj, two of the patients had returned from China about a week ago while the other about a month back.

 Till Monday, a total of 33,552 passengers arriving in India from China in 155 flights have been screened. As per data received on Jan 14, total 17 samples have been received by the ICMR-NIV Pune Lab, out of which 14 have been already been tested and found negative.

 Several people have been kept under observation in several states including Kerala, Kolkata and Maharashtra following screening for a possible exposure to respiratory virus, which has spread in China.

 The Centre has stepped up vigil in areas bordering Nepal in view of a confirmed case of nCoV detected there.

 The Prime Ministers Office on Saturday reviewed Indias preparedness to deal with any situation amid mounting global concerns over rising cases in China.

 A 24x7 NCDC Call Centre (+91-11-23978046) has been made operational to monitor the list of contacts furnished by the Ministry of External Affairs, provide details of district and state surveillance officers to those who seek them, and in case of any clinical query, direct the concerned to the relevant Integrated Disease Surveillance Programme (IDSP) officer.

 Thermal screening is being done at seven designated airports -- New Delhi, Kolkata, Mumbai, Chennai, Bengaluru, Hyderabad and Kochi.

 Vardhan, who held a review meeting to analyse the preparedness for prevention and management of nCoV in India, also spoke to the Chief Minister of Uttarakhand on Saturday and assured him of all support for screening at the border with Nepal.

 The health ministry has urged passengers, who have a travel history to China since January 1, 2020, to come forward for self-reporting to the nearest health facility if they experience any symptoms such as fever, cough, respiratory distress, etc., and also inform the doctor treating them.

 On Saturday, the Union Health Ministry also issued a fresh advisory asking passengers to follow certain dos and donts if they are in China or if they are travelling or returning from China.

 The advisory stated that during their stay in China, if they feel sick and have fever and cough, then they should cover their mouth while coughing and sneezing, seek medical attention promptly and report to the Indian Embassy in China.

 The advisory also said that if they feel sick on flight, while travelling back to India from China, they should inform the airline crew about their illness, seek mask and self-reporting format from the airline crew, avoid close contact with family members or fellow travellers and follow other directions of crew and airport health officer.

 PTI

",Three kept in isolation ward at Delhi RML Hospital for possible exposure to novel Coronavirus,New York,Sara Ali Khan
1436,0,Hindi,abc,"India

 |   Updated: Tuesday, January 28, 2020, 11:29 [IST]

 New Delhi, Jan 28: In a major order, the Supreme Court has granted bail to the convicts in the post Godhra riots case.

 The bail was granted in the Sardarpura post Godhra riots case in which 33 Muslims were burnt alive. The court put the convicts in two batches-one at Indore and the other at Jabalpur.

 The court directed them carry out spiritual and social work during bail. The appeals of the convicts are pending in the Supreme Court. The Gujarat High Court had acquitted 14 and convicted 17 in the case. The 17 were awarded life sentences by the High Court in the 2002 riots case.

 For Godhra Muslims, development is key poll issue; Past long buried

 The Supreme Court also directed the district legal authorities to ensure that the convicts carry out spiritual and social work. It directed the authorities to find them work for livelihood. Further the authorities were also directed to file a compliance report on the conduct of the convicts out on bail.

 In all, 76 accused were arrested in Sardarpur case by police, out of whom two died during pendency of trial, while one was a juvenile.

 The court had framed charges against 73 accused in June 2009 and initiated trial in the case.

 Besides the conviction of 31, the lower court had acquitted 42 others. The SIT later challenged in high court the acquittal of 31 persons out of these 42.

 However, the HC today upheld the Mehsana district court order acquitting 31 out of these 42.

 Meanwhile, the 17 were convicted by high court for murder, attempt to murder, rioting and other sections of IPC.

 The HC also upheld the decision of lower court to not accept the conspiracy theory put up by the prosecution, which had alleged that the attack on minority community was pre-planned and a conspiracy was hatched following the Godhra train burning incident.

 Thirty one persons were earlier awarded life sentence along with a fine of Rs 50,000 each in the verdict passed by special SIT court judge S C Srivastava while hearing the matter on November 9, 2011.

 2002 Godhra riots: SIT court awards life sentence to 2, acquits 3

 As many as 73 people were made accused in the case, in which 33 people of minority community were burnt to death at Sardarpura in Vijapur taluka of Mehsana district on the night of February 28, 2002, to avenge the Godhra train burning incident in which 59 people, mainly karsevaks, were burnt to death on February 27, 2002.

 This was one of the nine post-Godhra riot cases probed by Supreme Court-appointed Special Investigation Team (SIT).

 A mob of hundreds of people had surrounded a lane, called Sheikh Vaas, in Sardarpura on the intervening night of February 28 and March 1, 2002, where minority population of the village used to live.

 The people of minority community took shelter in a pucca house of one Ibrahim Sheikh. However, the mob torched the house after pouring petrol on it, in which 33 people, including 22 women, were charred to death.

 For Breaking News and Instant Updates

 Allow Notifications

 You have already subscribed

","Convicts in post Godhra riots case granted bail: SC directs them to carry out spiritual, social work",Mumbai,Sara Ali Khan
1437,0,Tamil ,xyz,"We use cookies to ensure that we give you the best experience on our website. This includes cookies from third party social media websites and ad networks. Such third party cookies may track your use on Oneindia sites for better rendering. Our partners use cookies to ensure we show you advertising that is relevant to you. If you continue without changing your settings, well assume that you are happy to receive all cookies on Oneindia website. However, you can change your cookie settings at any time.

","Situation in J&K along LoC, in hinterland under control: New Vice Chief of Army Staff Lt Gen Saini",Bangalore,Kobe Bryant
1438,0,Telugu,xyz,"For Quick Alerts

 India

 |   Published: Tuesday, January 28, 2020, 11:19 [IST]

 Jodhpur, Jan 27: A pair of extremely rare conjoined twins were successfully separated after a total of 4 hours of surgery by the team of All India Institute of Medical Sciences (AIIMS) doctors in Jodhpur.

 The treatment of the children was free of cost as the family, coming from the lower strata of the society, was unable to pay for the same.

 Speaking to media, HOD, AIIMS Dr Arvind Sinha said,The twins were joined together at the chest and stomach. Both of them weighed close to three kilograms together, which brings the weight of each of them to around a kilo and a half. The ideal time for such operations is three to six months.

 After 50 hours of surgery, conjoined twins joined at skull, successfully separated

 One of the kids, however, had heart, lungs and kidney complications and his chances of survival were really low, he said.

 When such a situation arises, usually the life of the other child is also threatened. Therefore, we undertook the surgery, which went for over four hours and successfully separated the two on Sunday, he further said.

 Both the twins are on a ventilator and are under observation right now, according to the doctor.

 For Breaking News and Instant Updates

 Allow Notifications

 You have already subscribed

 Story first published: Tuesday, January 28, 2020, 11:19 [IST]

","Twins conjoined in the chest, abdomen successfully separated after 4 hours of surgery",Mumbai,Kobe Bryant
1439,0,Tamil ,xyz,"We use cookies to ensure that we give you the best experience on our website. This includes cookies from third party social media websites and ad networks. Such third party cookies may track your use on Oneindia sites for better rendering. Our partners use cookies to ensure we show you advertising that is relevant to you. If you continue without changing your settings, well assume that you are happy to receive all cookies on Oneindia website. However, you can change your cookie settings at any time.

",Indian Navy MR Admit Card 2020 to be released shortly,Mumbai,Kobe Bryant
